captured_at,date,source_platform,source_type,location_text,normalized_area,normalized_micro_spot,shore_vs_boat,species_mentions,schooling_signal,surface_activity_signal,size_signal,method_mentions,evidence_confidence,raw_excerpt,url_or_reference
2026-04-19T10:44:13,2024-01-07,xiaohongshu,xiaohongshu_search_crawl,tasmania,tasmania,,unknown,snapper,unknown,unknown,unknown,,medium,"新年开门红第二弹｜塔州真鲷Snapper
Randolph舒
2024-01-07
41
塔州 snapper",https://www.xiaohongshu.com/search_result/6599769500000000110328b8?xsec_token=ABtA1n65U0vWkPcPKZSdUTSqy4IUs4rMgw_aOtsbeS29o=&xsec_source=
2026-04-19T10:44:13,2026-01-21,xiaohongshu,xiaohongshu_search_crawl,tasmania,tasmania,,unknown,snapper,unknown,unknown,unknown,,low,"解锁塔州snapper 快夸夸我！
爱打龟🐢的拍崽
01-21
32
塔州 snapper",https://www.xiaohongshu.com/search_result/6970bc2d000000001a03250d?xsec_token=ABGqVYWANwIPk2QdBWXKsNJjocYQD5kABjVueCr30BQvQ=&xsec_source=
2026-04-19T10:44:13,2024-01-20,xiaohongshu,xiaohongshu_search_crawl,tasmania,tasmania,,unknown,kingfish;snapper,unknown,unknown,unknown,,medium,"塔州追Kingfish，意外解锁Snapper！
渔夫不吃鱼
2024-01-20
38
塔州 snapper",https://www.xiaohongshu.com/search_result/65abb236000000002c029a2c?xsec_token=AB7HnxW-dbkJ-VVE3vb7-v9mnM-Xk-R2v6q2Zx81Z8wgc=&xsec_source=
2026-04-19T10:44:13,2021-02-18,xiaohongshu,xiaohongshu_search_crawl,tasmania,tasmania,,unknown,snapper,unknown,unknown,unknown,,medium,"塔州海钓｜Kayak Fishing｜Snapper
Randolph舒
2021-02-18
23
塔州 snapper",https://www.xiaohongshu.com/search_result/602e71a2000000002103c999?xsec_token=ABViQU6BIEiSOaRAG_WXJhLLjzWuNJbnVcRemowqb1RYM=&xsec_source=
2026-04-19T10:44:13,2024-08-13,xiaohongshu,xiaohongshu_search_crawl,tasmania,tasmania,,unknown,snapper,unknown,unknown,unknown,,medium,"日常问答：怎样钓snapper？
陪伴钓鱼的人
2024-08-13
95
塔州 snapper",https://www.xiaohongshu.com/search_result/66ba1c65000000000d033de9?xsec_token=ABZIkrcMqne8x9sO2qqkGz9mg-ZqAfPkqsjLYwBGzbDEc=&xsec_source=
2026-04-19T10:44:13,2024-10-21,xiaohongshu,xiaohongshu_search_crawl,tasmania,tasmania,,unknown,snapper,unknown,unknown,unknown,,medium,"昨晚和兄弟去钓Snapper,不能bag都是大货🙈
Tsuriou
2024-10-21
19
塔州 snapper",https://www.xiaohongshu.com/search_result/6715bb3c000000001b02fd18?xsec_token=ABVGj_18Q5r-vW16m-hmyVfdMKcKLeMQuFkfeVFp-XtXA=&xsec_source=
2026-04-19T10:44:23,2025-12-03,xiaohongshu,xiaohongshu_search_crawl,kangaroo_bluff,kangaroo_bluff,,unknown,squid,unknown,unknown,unknown,,medium,"创个人纪录！钓获最大鱿鱼～超80厘米，共钓7条
三毛环澳游钓记
2025-12-03
33
Kangaroo Bluff squid",https://www.xiaohongshu.com/search_result/692eb8ba000000001e02650c?xsec_token=ABc3T_-F-aEoqcmkwxswOpK_GWS-I3fweyDQyEaB1RaI8=&xsec_source=
2026-04-19T10:44:23,2024-04-20,xiaohongshu,xiaohongshu_search_crawl,kangaroo_bluff,kangaroo_bluff,,unknown,squid,unknown,unknown,unknown,,medium,"上周去企鹅岛钓获一只大鱿鱼，仅此一只
墨尔本智胜驾考smartwin
2024-04-20
8
Kangaroo Bluff squid",https://www.xiaohongshu.com/search_result/662333bc0000000001032db1?xsec_token=AB2yF7qLEG1zYhxqcYRjqOWItHidOUke87VyMgL06qOx0=&xsec_source=
2026-04-19T10:44:23,2024-08-30,xiaohongshu,xiaohongshu_search_crawl,kangaroo_bluff,kangaroo_bluff,,unknown,squid,unknown,unknown,unknown,,medium,"澳洲布里斯班的老虎鱿鱼🦑今年鱼获满满啊
星星
2024-08-30
35
Kangaroo Bluff squid",https://www.xiaohongshu.com/search_result/66d0f18b000000001f01f38a?xsec_token=ABN759rY-OJlPJoZy1OGjb6tb88tXY4RN7LCqC8scqdGE=&xsec_source=
2026-04-19T10:44:23,2024-08-16,xiaohongshu,xiaohongshu_search_crawl,kangaroo_bluff,kangaroo_bluff,,unknown,squid,unknown,unknown,small,,medium,"钓鱿鱼，码头上老外报警抓我！
专钓小鱼的Kevin
2024-08-16
335
Kangaroo Bluff squid",https://www.xiaohongshu.com/search_result/66be83e900000000050332aa?xsec_token=ABh1usJ99FjoCZz_0EX1WZ1upyxLHCqC3JvIvWnK2nO2U=&xsec_source=
2026-04-19T10:44:45,2024-10-06,xiaohongshu,xiaohongshu_search_crawl,south_arm,south_arm,,unknown,squid,unknown,unknown,unknown,,medium,"钓大鱿鱼🦑=木虾很厉害🤔😂
Tsuriou
2024-10-06
40
South Arm squid",https://www.xiaohongshu.com/search_result/67026e82000000002c02a3a7?xsec_token=ABQoRk2vC56RlEvsqEtfc7FgwlBbBlua29-wGH_p3KxLA=&xsec_source=
2026-04-19T12:57:02,2026-01-19,xiaohongshu,xiaohongshu_search_crawl,south_arm,south_arm,,unknown,bream,unknown,unknown,unknown,,medium,"西澳禁钓了！墨尔本划皮划艇 全路亚钓真鲷鱼
三毛环澳游钓记
01-19
59
South Arm 钓鱼",https://www.xiaohongshu.com/search_result/694656d9000000001e02da15?xsec_token=ABk9mvdsHcHiI6Cgg3OQhkRGzm0EY1Ay4ZkCrkVma-tjk=&xsec_source=
2026-04-19T12:57:28,2023-05-14,xiaohongshu,xiaohongshu_search_crawl,hobart,hobart,,unknown,bream,unknown,unknown,unknown,,medium,"今日份带action出门录到了我的PB bream
爱打龟🐢的拍崽
2023-05-14
39
霍巴特 黑鲷",https://www.xiaohongshu.com/search_result/646099b2000000001300b5f9?xsec_token=ABpXAcnZivuSQZYIUD0qkm2itQNTe2f2O-Yx8rVXJVcIg=&xsec_source=
2026-04-19T12:57:28,2025-07-02,xiaohongshu,xiaohongshu_search_crawl,hobart,hobart,,shore,bream,unknown,unknown,unknown,,medium,"超市级矶钓窝料丨黑鲷季来喽~
澳洲驯兽师
2025-07-02
47
霍巴特 黑鲷",https://www.xiaohongshu.com/search_result/6847d8e700000000030391ee?xsec_token=ABrpf4Q5j4UczyfciA0Zn1w0OGZU0FtfXVFIgkXxi6EGM=&xsec_source=
2026-04-19T12:58:32,2024-06-02,xiaohongshu,xiaohongshu_search_crawl,tasmania,tasmania,,unknown,bream,unknown,unknown,unknown,,medium,"Bream
Randolph舒
2024-06-02
22
塔州 bream",https://www.xiaohongshu.com/search_result/665c539a000000000500799d?xsec_token=ABL7vaClfcZ6AbXvuABTaBsAbIPFBI8IwVPZ91bVzCBgc=&xsec_source=
2026-04-19T12:59:20,2024-10-12,xiaohongshu,xiaohongshu_search_crawl,south_arm,south_arm,,unknown,australian_salmon;trout,unknown,unknown,unknown,,medium,"塔斯马尼亚salmon ponds 鳟鱼塘遛娃
CICI在土澳
2024-10-12
4
South Arm salmon",https://www.xiaohongshu.com/search_result/670a4680000000001b03d1b8?xsec_token=ABxtG9nAV-z8piP21IF62yf4H2a5oXF3b8AocuSLFGiA0=&xsec_source=
2026-04-19T12:59:31,2024-09-10,xiaohongshu,xiaohongshu_search_crawl,south_arm,south_arm,,unknown,kingfish,unknown,unknown,unknown,,medium,"悉尼夜钓15g铁板爆杀70kingfish
先把血量点到40
2024-09-10
51
South Arm kingfish",https://www.xiaohongshu.com/search_result/66dfdc84000000000c01b1f1?xsec_token=ABuyCH6ipwVNG64C9VKBN7Of1OQ1TUNq4NssPYNUARNC0=&xsec_source=
2026-04-19T12:59:31,2026-03-25,xiaohongshu,xiaohongshu_search_crawl,south_arm,south_arm,,unknown,kingfish,unknown,unknown,unknown,,medium,"在家做Kingfish生鱼片
Randolph舒
03-25
33
South Arm kingfish",https://www.xiaohongshu.com/search_result/69c26fd70000000023011978?xsec_token=ABfan_l_-WWNegpu0Qb9Iy9aWOOV79Zv38J8UWUmYOvrI=&xsec_source=
2026-04-19T12:59:31,2025-04-30,xiaohongshu,xiaohongshu_search_crawl,south_arm,south_arm,,unknown,kingfish,unknown,unknown,unknown,,medium,"悉尼内湾钓kingfish
Mai
2025-04-30
114
South Arm kingfish",https://www.xiaohongshu.com/search_result/681164530000000021018f9b?xsec_token=AB3RLpdP0_V6dGCjlDoeL4zeAGbgzuAJ7PK2OizVgKpJE=&xsec_source=
2026-04-19T22:00:58,2026-04-12,facebook,facebook_browser_probe,Hobart,hobart,,boat,tuna,unknown,unknown,unknown,,medium,"Can't all be barrels
another beautiful Bluefin from today. Well done on the rod in tough conditions!
查看翻译
创建群聊
Mr Flathead Fishing Charters Tasmania 的帖子
Mr Flathead Fishing Charters Tasmania
4月12日13:07
Can't all be barrels
another beautiful Bluefin from today. Well done on the rod in tough conditions!
查看翻译
",https://www.facebook.com/mrflatheadtasmania/posts/pfbid02Qst3r8WH6hvK2348jRJuDoxDd1L3hS5yyH6pviDHBbv2YtcUeeDV8Ssg7RnfjU7Dl
2026-04-19T22:01:53,2026-04-19,facebook,facebook_browser_probe,Tasmania,tasmania,,shore,,unknown,unknown,decent,,low,"Flynn’s PB shore based. This lovely girl came out of 50 cm deep water chasing a blue garr. She was of course released after a solid battle on light gear.
查看翻译
0:00 / 0:06
还没有任何评论哦
抢沙发~
3小时
Flynn’s PB shore based. This lovely girl came out of 50 cm deep water chasing a blue garr. She was of course released after a solid battle on light gear.
查看翻译
0:00 / 0:06
39
还没有任何评论哦
抢沙发~
https://scontent-syd2-1.xx.fbcdn.net/v/t15.5256-10/661591117_1676743246795090_7820558591739082662_n.jpg?stp=dst-jpg_p960x96",https://www.facebook.com/groups/365640693613260/posts/3445736048937027/
